Date,FLOP/s (Log Scale)
3/27/14,3.663E+11
3/31/14,1.428E+12
4/3/14,2E+11
4/28/14,6.912E+11
4/29/14,5.733E+12
5/20/14,7.526E+11
5/28/14,5.046E+12
5/29/14,7.626E+11
5/31/14,5.44E+11
6/11/14,7.526E+11
6/11/14,7.526E+11
6/11/14,2.048E+11
6/11/14,7.526E+11
6/14/14,2.048E+11
6/18/14,6.927E+11
6/18/14,2.688E+11
6/23/14,4.219E+12
6/24/14,5.632E+12
7/1/14,1.801E+11
7/1/14,91200000000
7/1/14,5.522E+11
7/1/14,2.976E+11
7/2/14,2.289E+12
7/2/14,2.289E+12
7/2/14,2.289E+12
7/2/14,2.289E+12
7/2/14,3.264E+11
7/2/14,2.289E+12
7/13/14,5.44E+11
7/19/14,8.538E+11
7/22/14,1.439E+12
7/22/14,2.107E+12
7/22/14,8.632E+11
7/22/14,5.888E+11
7/22/14,2.911E+11
7/22/14,2.911E+11
7/22/14,3.364E+11
7/22/14,3.553E+12
8/7/14,9.92E+11
8/7/14,3.226E+12
8/7/14,5.069E+12
8/12/14,4.352E+11
8/12/14,2.368E+12
8/12/14,3.297E+12
8/13/14,6.451E+11
8/21/14,1.101E+12
8/22/14,3.264E+11
8/22/14,3.264E+11
8/25/14,1.184E+12
8/25/14,1.651E+12
9/2/14,3.29E+12
9/5/14,3.84E+11
9/5/14,8.448E+11
9/5/14,7.68E+11
9/5/14,7.296E+11
9/5/14,3.072E+11
9/5/14,4.032E+11
9/5/14,3.264E+11
9/5/14,6.144E+11
9/13/14,1.981E+12
9/16/14,2.491E+12
9/17/14,2.545E+11
9/17/14,3.881E+11
9/17/14,2.047E+11
9/17/14,4.093E+11
9/18/14,6.592E+11
9/19/14,3.92E+12
9/19/14,4.981E+12
9/29/14,3.06E+11
10/2/14,4.219E+12
10/7/14,2.657E+12
10/7/14,3.462E+12
10/12/14,7.219E+11
10/12/14,7.219E+11
10/12/14,7.219E+11
10/12/14,7.219E+11
10/15/14,3.652E+11
11/17/14,8.13E+12
11/23/14,3.482E+12
11/23/14,1.997E+12
11/23/14,2.961E+12
1/1/15,6.336E+11
1/1/15,1.184E+12
1/1/15,5.28E+11
1/4/15,5.12E+11
1/5/15,1.536E+11
1/9/15,2.355E+12
1/9/15,1.946E+12
1/22/15,2.413E+12
1/28/15,1.151E+12
1/28/15,1.536E+11
1/28/15,1.272E+11
1/28/15,89860000000
1/28/15,76800000000
2/5/15,1.971E+12
2/5/15,1.536E+12
2/5/15,1.792E+12
2/7/15,8.837E+11
3/1/15,8.632E+11
3/13/15,1.505E+12
3/13/15,1.439E+12
3/13/15,1.439E+12
3/13/15,1.389E+12
3/13/15,4.923E+11
3/13/15,7.327E+11
3/13/15,7.327E+11
3/13/15,7.227E+11
3/13/15,7.227E+11
3/13/15,1.894E+12
3/13/15,8.632E+11
3/13/15,9.032E+11
3/13/15,1.124E+12
3/13/15,9.032E+11
3/13/15,9.132E+11
3/13/15,1.439E+12
3/17/15,6.691E+12
3/21/15,6.844E+12
3/21/15,6.221E+11
3/21/15,7.296E+11
4/1/15,1.152E+11
4/1/15,1.536E+11
4/9/15,6.927E+11
4/9/15,3.06E+11
4/14/15,8.064E+11
5/5/15,1.962E+12
5/5/15,5.472E+11
5/5/15,7.45E+11
5/5/15,8.64E+11
5/5/15,2.961E+12
5/5/15,6.534E+11
5/5/15,2.989E+12
5/5/15,2.8E+11
5/5/15,2.48E+11
5/5/15,7.795E+11
5/5/15,8.64E+11
5/5/15,5.472E+11
5/5/15,5.99E+11
5/5/15,7.373E+11
5/5/15,7.373E+11
5/5/15,1.171E+12
5/5/15,6.912E+11
5/5/15,6.592E+11
5/5/15,5.99E+11
5/5/15,1.792E+12
5/5/15,1.613E+12
5/5/15,8.064E+11
5/5/15,8.064E+11
5/5/15,3.29E+12
5/5/15,2.496E+12
5/5/15,1.971E+12
5/5/15,9.472E+11
5/5/15,3.723E+12
5/5/15,1.024E+12
5/5/15,1.299E+12
5/5/15,1.299E+12
5/5/15,1.536E+12
5/5/15,1.568E+12
5/5/15,2.961E+12
5/5/15,1.184E+12
6/2/15,6.06E+12
6/3/15,8.64E+11
6/12/15,1.997E+12
6/18/15,3.476E+12
6/18/15,5.12E+12
6/18/15,5.9136E+12
6/18/15,1.6128E+12
6/18/15,1.971E+12
6/18/15,1.9968E+12
6/24/15,8.6016E+12
6/29/15,2.573E+12
6/29/15,4.252E+12
7/8/15,5.238E+12
7/10/15,7.168E+12
8/18/15,2.496E+12
8/18/15,2.15E+12
8/18/15,2.995E+12
8/18/15,1.017E+12
8/18/15,6.728E+11
8/20/15,1.825E+12
8/26/15,8.832E+11
8/27/15,2.637E+12
8/27/15,8.192E+12
8/30/15,4.825E+12
8/30/15,4.825E+12
8/30/15,4.825E+12
8/30/15,4.825E+12
8/30/15,9.65E+12
8/30/15,3.625E+12
8/30/15,2.218E+12
9/1/15,3.84E+11
9/1/15,7.68E+11
9/1/15,7.68E+11
9/1/15,1.248E+11
9/1/15,1.824E+11
9/1/15,1.728E+11
9/1/15,3.072E+11
9/1/15,3.456E+11
9/1/15,1.21E+12
9/1/15,1.094E+12
9/1/15,1.152E+12
9/1/15,3.648E+11
9/1/15,1.094E+12
9/1/15,7.68E+11
9/3/15,5.12E+12
9/21/15,4.358E+12
9/29/15,1.536E+12
9/29/15,1.92E+11
9/29/15,4.096E+12
10/2/15,9.472E+11
10/2/15,2.961E+12
10/21/15,6.848E+11
10/21/15,6.848E+11
10/21/15,6.592E+11
10/27/15,1.306E+12
11/4/15,1.058E+12
11/7/15,5.53E+11
11/7/15,5.53E+11
11/10/15,6.844E+12
11/10/15,2.195E+12
11/12/15,6.912E+11
11/12/15,1.651E+12
11/15/15,7.373E+11
11/15/15,7.373E+11
11/17/15,1.269E+12
11/19/15,3.9731E+12
11/26/15,2.46E+12
11/26/15,2.365E+12
12/1/15,1.428E+12
12/3/15,1.405E+12
12/6/15,5.491E+11
12/6/15,5.491E+11
12/12/15,7.91E+11
12/12/15,7.91E+11
12/12/15,7.91E+11
12/30/15,1.613E+12
1/1/16,7.501E+11
1/1/16,2.464E+12
1/1/16,5.472E+11
1/1/16,7.066E+11
1/1/16,9.539E+11
1/1/16,7.626E+11
1/1/16,7.795E+11
1/1/16,2.355E+12
1/26/16,1.555E+11
2/1/16,3.768E+12
2/1/16,3.763E+12
3/1/16,1.828E+12
3/1/16,7.834E+11
3/5/16,6.844E+12
3/25/16,5.084E+11
3/31/16,7.987E+12
4/2/16,1.346E+11
4/5/16,1.061E+13
4/5/16,1.061E+13
4/8/16,9.132E+11
4/8/16,1.786E+12
4/8/16,4.772E+12
4/26/16,8.192E+12
4/27/16,8.632E+11
5/1/16,7.795E+11
5/15/16,6.592E+11
5/15/16,6.592E+11
5/15/16,5.44E+11
5/15/16,6.592E+11
5/15/16,9.472E+11
5/15/16,5.888E+11
5/15/16,7.373E+11
5/15/16,2.961E+12
5/15/16,1.971E+12
5/15/16,1.536E+12
5/15/16,8.64E+11
5/15/16,5.702E+11
5/15/16,6.534E+11
5/18/16,1.672E+12
5/18/16,1.672E+12
5/18/16,7.933E+11
5/18/16,1.672E+12
5/25/16,2.97E+12
5/27/16,8.873E+12
6/1/16,2.515E+11
6/1/16,1.677E+11
6/1/16,1.536E+11
6/1/16,3.92E+12
6/1/16,3.252E+11
6/10/16,6.463E+12
6/20/16,9.526E+12
6/20/16,9.526E+12
6/28/16,8.817E+11
6/29/16,5.834E+12
6/29/16,5.834E+12
6/30/16,5.99E+11
6/30/16,9.472E+11
6/30/16,6.592E+11
6/30/16,1.613E+12
6/30/16,5.888E+11
6/30/16,5.99E+11
7/6/16,8.192E+11
7/6/16,8.192E+11
7/19/16,4.375E+12
7/19/16,4.375E+12
8/2/16,1.097E+13
8/2/16,1.404E+12
8/4/16,4.963E+12
8/4/16,4.399E+12
8/4/16,4.94E+12
8/5/16,4.224E+11
8/8/16,2.115E+12
8/8/16,2.15E+12
8/15/16,4.275E+12
8/15/16,6.738E+12
8/15/16,8.878E+12
8/18/16,3.935E+12
8/30/16,3.84E+11
8/30/16,1.728E+11
8/30/16,3.264E+11
8/30/16,3.84E+11
8/30/16,2.016E+11
9/1/16,1.872E+11
9/7/16,1.843E+12
9/13/16,1.147E+13
9/13/16,5.704E+12
9/13/16,1.176E+13
9/27/16,2.15E+12
9/27/16,5.834E+12
9/27/16,2.15E+12
10/1/16,1.034E+13
10/1/16,1.263E+13
10/2/16,1.892E+12
10/21/16,4.322E+12
10/25/16,2.138E+12
10/25/16,1.862E+12
10/30/16,1.024E+12
10/30/16,1.858E+12
10/30/16,1.313E+12
11/6/16,2.812E+12
11/10/16,2.46E+12
11/10/16,5.728E+12
11/10/16,4.198E+12
11/18/16,3.892E+12
12/12/16,8.192E+12
12/12/16,5.682E+12
12/12/16,7.91E+11
12/12/16,7.91E+11
12/25/16,3.935E+12
1/3/17,1.911E+12
1/3/17,8.832E+11
1/3/17,8.448E+11
1/3/17,2.488E+12
1/5/17,1.849E+12
1/5/17,1.887E+12
1/5/17,2.462E+12
1/11/17,4.401E+12
1/11/17,3.11E+12
1/11/17,4.398E+12
1/11/17,6.48E+12
1/11/17,1.469E+12
1/11/17,7.995E+11
1/11/17,2.122E+12
1/11/17,1E+12
1/17/17,2.458E+12
2/6/17,2.468E+12
2/6/17,5.304E+12
2/6/17,3.031E+12
2/7/17,1.555E+12
2/7/17,1.425E+12
2/7/17,6.41E+11
2/7/17,1.196E+12
2/7/17,1.196E+12
3/1/17,5.728E+12
3/1/17,2.46E+12
3/1/17,1.887E+12
3/1/17,1.348E+12
3/1/17,5.728E+12
3/10/17,1.069E+13
3/10/17,1.134E+13
3/17/17,3.932E+11
3/24/17,6.169E+12
4/6/17,1.215E+13
4/18/17,7.864E+11
4/18/17,4.963E+12
4/18/17,1.858E+12
4/18/17,5.702E+11
4/18/17,2.611E+12
4/18/17,7.864E+11
4/18/17,5.095E+12
4/18/17,6.592E+11
4/18/17,7.864E+11
4/18/17,6.175E+12
4/20/17,1.211E+12
4/20/17,1.211E+12
4/20/17,8.873E+12
4/20/17,4.375E+12
4/24/17,5.728E+12
5/17/17,1.127E+12
5/17/17,1.177E+12
5/17/17,7.972E+11
6/4/17,1.248E+12
6/5/17,5.53E+12
6/5/17,1.306E+12
6/5/17,4.489E+12
6/5/17,3.96E+12
6/12/17,1.248E+12
6/19/17,4.375E+12
6/21/17,1.567E+13
6/21/17,1.413E+13
6/27/17,3.789E+12
6/27/17,1.106E+13
6/27/17,1.229E+13
6/27/17,5.648E+12
6/27/17,7.516E+12
6/27/17,1.311E+13
6/29/17,8.192E+12
7/2/17,1.647E+12
7/4/17,2.106E+12
7/4/17,2.106E+12
7/10/17,1.229E+13
7/13/17,1.311E+13
7/31/17,2.352E+12
8/7/17,1.266E+13
8/7/17,1.266E+13
8/7/17,1.374E+13
8/8/17,1.229E+13
8/14/17,8.96E+12
8/14/17,1.054E+13
9/1/17,3.84E+11
9/1/17,3.84E+11
9/1/17,3.864E+11
9/1/17,4.032E+11
9/5/17,6.912E+11
10/3/17,1.248E+12
10/3/17,1.248E+12
10/3/17,1.248E+12
10/3/17,1.248E+12
10/3/17,1.248E+12
10/13/17,1.371E+12
10/13/17,1.097E+12
10/26/17,1.665E+12
10/26/17,1.665E+12
10/26/17,1.127E+12
10/29/17,3.813E+11
11/2/17,8.186E+12
11/7/17,6.001E+12
11/11/17,1.248E+12
11/17/17,9.132E+11
11/17/17,7.726E+11
12/1/17,1.49E+13
12/3/17,1.075E+13
12/10/17,4.94E+12
12/11/17,2.16E+11
12/11/17,1.248E+11
12/12/17,6.655E+12
12/26/17,4.375E+12
1/1/18,1.069E+13
1/3/18,1.983E+12
1/3/18,1.458E+12
1/5/18,8.617E+12
1/5/18,4.375E+12
1/5/18,7.772E+11
1/8/18,8.456E+11
1/8/18,4.228E+11
2/1/18,3.656E+12
2/1/18,1.386E+12
2/1/18,1.478E+12
2/1/18,2.588E+12
2/12/18,1.126E+12
2/12/18,1.077E+13
2/12/18,1.746E+12
2/13/18,1.832E+12
2/13/18,1.126E+12
2/13/18,3.844E+11
2/13/18,1.832E+12
2/21/18,7.589E+12
2/21/18,5.53E+12
2/21/18,8.033E+12
2/21/18,5.032E+12
2/21/18,8.945E+12
3/8/18,4.372E+12
3/12/18,1.059E+12
3/27/18,1.413E+13
3/27/18,1.321E+13
3/27/18,1.567E+13
3/27/18,1.567E+13
3/27/18,1.567E+13
3/27/18,1.666E+13
3/27/18,1.567E+13
4/3/18,2.016E+11
4/3/18,3.84E+11
4/3/18,1.728E+11
4/3/18,8.064E+11
4/11/18,1.505E+12
4/11/18,1.24E+12
4/11/18,2.611E+12
4/11/18,1.371E+12
4/11/18,2.106E+12
4/11/18,1.647E+12
4/11/18,4.963E+12
4/11/18,6.175E+12
4/11/18,5.095E+12
4/11/18,2.611E+12
4/11/18,2.462E+12
4/11/18,1.371E+12
4/19/18,1.761E+12
4/19/18,1.127E+12
4/24/18,2.588E+12
5/10/18,1.761E+12
5/10/18,9.83E+11
5/10/18,1.761E+12
5/21/18,2.332E+12
5/24/18,4.224E+11
5/24/18,4.608E+11
6/1/18,9.326E+12
6/21/18,1.49E+13
7/16/18,1.393E+12
7/16/18,2.056E+12
8/1/18,1.631E+13
8/3/18,3.994E+12
8/13/18,1.438E+13
8/13/18,1.075E+13
8/13/18,1.493E+13
8/13/18,1.115E+13
8/13/18,1.631E+13
8/26/18,1.075E+13
9/5/18,1.071E+12
9/13/18,8.141E+12
9/20/18,1.345E+13
9/20/18,1.423E+12
9/20/18,1.007E+13
9/20/18,1.06E+13
9/30/18,8.125E+11
10/1/18,1.41E+12
10/15/18,5.259E+12
10/15/18,6.129E+12
10/17/18,7.465E+12
10/17/18,7.88E+12
10/18/18,4.375E+12
11/7/18,3.456E+11
11/7/18,4.032E+11
11/13/18,7.119E+12
11/14/18,3.284E+12
11/14/18,2.437E+12
11/15/18,7.119E+12
11/18/18,1.475E+13
11/18/18,1.341E+13
12/4/18,6.463E+12
12/16/18,1.211E+12
12/18/18,1.631E+13
1/1/19,3.844E+11
1/1/19,4.612E+11
1/6/19,9.216E+11
1/6/19,3.844E+11
1/6/19,1.792E+12
1/6/19,1.229E+12
1/6/19,4.608E+11
1/7/19,6.451E+12
1/7/19,1.184E+12
1/9/19,2.192E+12
1/23/19,2.974E+12
1/29/19,6.636E+12
1/29/19,9.362E+12
1/29/19,6.447E+12
1/29/19,5.46E+12
1/29/19,4.608E+12
1/29/19,4.608E+12
1/29/19,5.99E+12
2/1/19,2.215E+12
2/7/19,1.344E+13
2/11/19,1.121E+12
2/21/19,7.839E+11
2/21/19,1.215E+12
2/22/19,5.437E+12
2/23/19,1.177E+12
3/1/19,2.358E+11
3/13/19,4.394E+12
3/14/19,5.027E+12
3/18/19,5.53E+12
3/18/19,4.489E+12
3/18/19,3.96E+12
3/19/19,1.203E+13
3/19/19,7.373E+12
3/26/19,1.151E+12
3/27/19,1.247E+12
4/23/19,4.884E+12
4/23/19,4.101E+12
4/23/19,3.195E+12
4/23/19,2.55E+12
4/23/19,2.984E+12
5/13/19,7.864E+11
5/13/19,7.864E+11
5/13/19,1.559E+12
5/13/19,1.24E+12
5/23/19,1.147E+12
5/23/19,6.592E+11
5/27/19,8.294E+12
5/27/19,9.492E+12
5/27/19,3.318E+12
5/27/19,5.299E+12
5/27/19,7.066E+12
5/27/19,5.299E+12
5/27/19,4.666E+12
5/27/19,3.656E+12
5/27/19,7.987E+12
5/27/19,2.607E+12
5/29/19,8.064E+11
5/29/19,4.608E+11
6/3/19,1.409E+13
6/3/19,1.409E+13
6/10/19,3.822E+12
7/2/19,1.385E+12
7/2/19,1.658E+12
7/7/19,7.949E+12
7/7/19,9.754E+12
7/7/19,1.971E+12
7/7/19,1.014E+13
7/7/19,1.28E+12
7/9/19,9.062E+12
7/9/19,7.181E+12
7/23/19,1.115E+13
8/16/19,3.932E+11
8/21/19,3.84E+11
8/21/19,4.032E+11
9/30/19,1.971E+12
10/7/19,5.196E+12
10/7/19,8.064E+11
10/7/19,4.632E+12
10/7/19,5.196E+12
10/15/19,5.7E+12
10/15/19,3.903E+12
10/22/19,1.498E+12
10/22/19,1.971E+12
10/29/19,5.027E+12
11/13/19,4.069E+12
11/13/19,4.454E+12
11/13/19,3.2E+12
11/13/19,3.2E+12
11/19/19,8.663E+12
11/20/19,4.224E+11
11/22/19,4.416E+12
11/26/19,1.567E+13
11/26/19,1.635E+13
11/26/19,1.413E+13
12/11/19,1.044E+13
12/12/19,5.196E+12
1/1/20,1.984E+12
1/1/20,7.373E+12
1/1/20,7.926E+12
1/1/20,1.341E+13
1/6/20,8.96E+11
1/6/20,1.434E+12
1/6/20,1.152E+12
1/10/20,6.451E+12
1/21/20,6.39E+12
1/21/20,7.188E+12
1/29/20,4.55E+12
2/10/20,1.879E+12
2/10/20,4.787E+12
2/10/20,5.224E+12
2/10/20,1.224E+12
3/4/20,6.705E+12
3/4/20,5.184E+12
3/7/20,1.792E+12
3/9/20,6.359E+12
3/13/20,1.765E+12
4/1/20,2.849E+12
4/2/20,9.585E+12
4/2/20,7.066E+12
4/2/20,2.458E+12
4/2/20,5.914E+12
4/2/20,5.99E+12
4/2/20,3.041E+12
4/30/20,4.608E+11
4/30/20,4.232E+11
4/30/20,2.016E+11
5/4/20,1.075E+12
5/13/20,1.306E+13
5/13/20,4.608E+11
5/13/20,4.8E+11
5/14/20,1.058E+12
5/14/20,1.389E+13
5/14/20,1.389E+13
5/14/20,1.949E+13
5/28/20,3.84E+11
5/28/20,5.12E+11
5/28/20,4.632E+12
6/8/20,9.492E+12
6/8/20,2.957E+12
6/15/20,5.299E+12
6/18/20,2.849E+12
6/22/20,1.949E+13
7/7/20,5.829E+12
7/7/20,2.849E+12
8/4/20,5.398E+12
8/4/20,4.224E+12
8/4/20,6.221E+12
8/4/20,7.675E+12
8/15/20,1.667E+12
8/25/20,2.285E+12
8/25/20,2.822E+12
9/1/20,3.558E+13
9/1/20,2.031E+13
9/1/20,2.977E+13
9/2/20,1.69E+12
9/2/20,1.408E+12
9/2/20,8.448E+11
10/5/20,3.87E+13
10/5/20,3.774E+13
10/28/20,1.617E+13
10/28/20,2.304E+13
10/28/20,2.074E+13
10/31/20,2.534E+12
11/10/20,4.006E+12
11/10/20,1.215E+13
11/11/20,2.381E+12
11/12/20,1.029E+13
11/16/20,1.949E+13
11/16/20,2.307E+13
12/1/20,1.62E+13
12/1/20,7.373E+12
12/2/20,3.037E+12
12/14/20,4.612E+11
12/14/20,4.612E+11
1/1/21,2.175E+13
1/1/21,6.656E+11
1/1/21,4.608E+11
1/1/21,4.992E+11
1/1/21,2.977E+13
1/1/21,1.345E+13
1/1/21,2.304E+11
1/11/21,4.352E+11
1/12/21,1.843E+12
1/12/21,9.846E+12
1/12/21,1.274E+13
1/12/21,1.613E+12
1/12/21,1.53E+13
1/12/21,1.898E+13
1/12/21,1.843E+12
1/12/21,1.597E+13
1/12/21,1.321E+13
1/12/21,1.094E+13
1/13/21,7.516E+11
2/25/21,5.027E+12
2/25/21,7.603E+12
3/3/21,1.321E+13
4/12/21,1.032E+13
4/12/21,1.032E+13
4/12/21,3.15E+13
4/12/21,8.637E+12
4/12/21,8.678E+12
4/12/21,1.428E+13
4/12/21,6.18E+12
4/12/21,3.124E+13
4/12/21,2.392E+12
4/12/21,7.25E+12
4/12/21,1.72E+13
4/12/21,2.777E+13
4/12/21,1.92E+13
5/6/21,2.554E+12
5/11/21,5.299E+12
5/11/21,6.144E+12
5/11/21,4.329E+12
5/11/21,8.018E+12
5/11/21,7.603E+12
5/31/21,1.037E+13
5/31/21,7.544E+12
5/31/21,3.41E+13
5/31/21,1.321E+13
6/9/21,1.037E+13
8/10/21,7.987E+12
8/11/21,1.024E+13
10/13/21,8.96E+12
11/4/21,7.424E+11
11/23/21,7.987E+12
12/17/21,5.1E+12
12/17/21,2.703E+12
12/17/21,4.731E+12
12/17/21,5.435E+12
12/17/21,4.731E+12
1/4/22,7.936E+11
1/25/22,1.871E+13
3/22/22,6.7E+13
3/22/22,3.41E+13
3/22/22,5.122E+13
3/22/22,1.871E+13
3/22/22,2.227E+13
3/29/22,4E+13
3/30/22,4.669E+12
3/30/22,4.669E+12
6/28/22,1.828E+12
9/20/22,8.26E+13
11/16/22,4.3E+13
